quality,compression_ratio
0,0.09217852453961402
5,0.09696803285723822
10,0.11098393695580994
15,0.12409885781678656
20,0.13546474109348228
25,0.14684183003627138
30,0.1565648514017414
35,0.16459065145451135
40,0.1713711125875393
45,0.17865908707994646
50,0.1844807882431105
55,0.1906609117756451
60,0.19800102043086978
65,0.2066041109694729
70,0.21715206009415938
75,0.2297872036061582
80,0.24786798294831405
85,0.2720121402663293
90,0.3118776881677703
95,0.38961957955705034
100,0.5939803320691859
